Meter Type,Main Meter,,,
Date / End Time,kW Export,kW Import,kVAR Export,kVAR Import
12/24/2025 10:00:00,0,1042,0,448
12/24/2025 10:30:00,0,1020,0,457
12/24/2025 11:00:00,0,1062,0,486
12/24/2025 11:30:00,0,1094,0,481
12/24/2025 12:00:00,0,1023,0,477
12/24/2025 12:30:00,0,777,0,404
12/24/2025 13:00:00,0,737,0,367
12/24/2025 13:30:00,0,549,0,243
12/24/2025 14:00:00,0,562,0,304
12/24/2025 14:30:00,0,1318,0,481
12/24/2025 15:00:00,0,1324,0,494
12/24/2025 15:30:00,0,1290,0,518
12/24/2025 16:00:00,0,1323,0,484
12/24/2025 16:30:00,0,1405,0,527
12/24/2025 17:00:00,0,1297,0,484
12/24/2025 17:30:00,0,1006,0,352
12/24/2025 18:00:00,0,1376,0,486
12/24/2025 18:30:00,0,1497,0,511
12/24/2025 19:00:00,0,1432,0,468
12/24/2025 19:30:00,0,1368,0,447
12/24/2025 20:00:00,0,1178,0,373
12/24/2025 20:30:00,0,1061,0,318
12/24/2025 21:00:00,0,1176,0,367
12/24/2025 21:30:00,0,1296,0,430
12/24/2025 22:00:00,0,1259,0,398
12/24/2025 22:30:00,0,1306,0,391
12/24/2025 23:00:00,0,1341,0,432
12/24/2025 23:30:00,0,1268,0,383
12/25/2025 00:00:00,0,1251,0,384
12/25/2025 00:30:00,0,963,0,260
12/25/2025 01:00:00,0,838,0,218
12/25/2025 01:30:00,0,1016,0,322
12/25/2025 02:00:00,0,1134,0,354
12/25/2025 02:30:00,0,1216,0,370
12/25/2025 03:00:00,0,1233,0,405
12/25/2025 03:30:00,0,1282,0,409
12/25/2025 04:00:00,0,1240,0,419
12/25/2025 04:30:00,0,1175,0,378
12/25/2025 05:00:00,0,1217,0,370
12/25/2025 05:30:00,0,1165,0,383
12/25/2025 06:00:00,0,1121,0,334
12/25/2025 06:30:00,0,819,0,229
12/25/2025 07:00:00,0,1097,0,363
12/25/2025 07:30:00,0,1160,0,359
12/25/2025 08:00:00,0,885,0,247
12/25/2025 08:30:00,0,605,0,186
12/25/2025 09:00:00,0,574,0,194
12/25/2025 09:30:00,0,851,0,327
12/25/2025 10:00:00,0,973,0,421
12/25/2025 10:30:00,0,791,0,391
12/25/2025 11:00:00,0,1036,0,468
12/25/2025 11:30:00,0,971,0,437
12/25/2025 12:00:00,0,908,0,400
12/25/2025 12:30:00,0,927,0,441
12/25/2025 13:00:00,0,828,0,361
12/25/2025 13:30:00,0,330,0,166
12/25/2025 14:00:00,0,421,0,156
12/25/2025 14:30:00,0,921,0,368
12/25/2025 15:00:00,0,1047,0,423
12/25/2025 15:30:00,0,986,0,387
12/25/2025 16:00:00,0,1139,0,422
12/25/2025 16:30:00,0,1155,0,376
12/25/2025 17:00:00,0,1092,0,331
12/25/2025 17:30:00,0,941,0,290
12/25/2025 18:00:00,0,798,0,225
12/25/2025 18:30:00,0,573,0,145
12/25/2025 19:00:00,0,568,0,144
12/25/2025 19:30:00,0,569,0,135
12/25/2025 20:00:00,0,583,0,140
12/25/2025 20:30:00,0,680,0,171
12/25/2025 21:00:00,0,741,0,214
12/25/2025 21:30:00,0,1025,0,337
12/25/2025 22:00:00,0,1255,0,407
12/25/2025 22:30:00,0,1296,0,422
12/25/2025 23:00:00,0,1351,0,436
12/25/2025 23:30:00,0,1365,0,418
12/26/2025 00:00:00,0,1199,0,367
12/26/2025 00:30:00,0,974,0,281
12/26/2025 01:00:00,0,905,0,254
12/26/2025 01:30:00,0,1056,0,309
12/26/2025 02:00:00,0,1009,0,293
12/26/2025 02:30:00,0,1213,0,383
12/26/2025 03:00:00,0,1258,0,403
12/26/2025 03:30:00,0,1211,0,402
12/26/2025 04:00:00,0,1333,0,456
12/26/2025 04:30:00,0,1190,0,395
12/26/2025 05:00:00,0,1017,0,305
12/26/2025 05:30:00,0,851,0,244
12/26/2025 06:00:00,0,644,0,158
12/26/2025 06:30:00,0,553,0,137
12/26/2025 07:00:00,0,543,0,105
12/26/2025 07:30:00,0,546,0,121
12/26/2025 08:00:00,0,557,0,146
12/26/2025 08:30:00,0,924,0,319
12/26/2025 09:00:00,0,1310,0,460
12/26/2025 09:30:00,0,1116,0,418
12/26/2025 10:00:00,0,1034,0,413
12/26/2025 10:30:00,0,1101,0,450
12/26/2025 11:00:00,0,1031,0,477
12/26/2025 11:30:00,0,1030,0,479
12/26/2025 12:00:00,0,954,0,423
12/26/2025 12:30:00,0,928,0,435
12/26/2025 13:00:00,0,693,0,355
12/26/2025 13:30:00,0,304,0,225
12/26/2025 14:00:00,0,479,0,267
12/26/2025 14:30:00,0,875,0,383
12/26/2025 15:00:00,0,1215,0,506
12/26/2025 15:30:00,0,1032,0,459
12/26/2025 16:00:00,0,1316,0,493
12/26/2025 16:30:00,0,1261,0,488
12/26/2025 17:00:00,0,1393,0,461
12/26/2025 17:30:00,0,1002,0,303
12/26/2025 18:00:00,0,1410,0,502
12/26/2025 18:30:00,0,1421,0,473
12/26/2025 19:00:00,0,1450,0,494
12/26/2025 19:30:00,0,1402,0,493
12/26/2025 20:00:00,0,1073,0,320
12/26/2025 20:30:00,0,1018,0,310
12/26/2025 21:00:00,0,1105,0,353
12/26/2025 21:30:00,0,1254,0,418
12/26/2025 22:00:00,0,1257,0,387
12/26/2025 22:30:00,0,1334,0,447
12/26/2025 23:00:00,0,1311,0,406
12/26/2025 23:30:00,0,1314,0,453
12/27/2025 00:00:00,0,1284,0,399
12/27/2025 00:30:00,0,937,0,271
12/27/2025 01:00:00,0,789,0,217
12/27/2025 01:30:00,0,911,0,281
12/27/2025 02:00:00,0,1036,0,319
12/27/2025 02:30:00,0,1120,0,342
12/27/2025 03:00:00,0,1240,0,409
12/27/2025 03:30:00,0,1184,0,373
12/27/2025 04:00:00,0,1128,0,345
12/27/2025 04:30:00,0,1199,0,369
12/27/2025 05:00:00,0,1182,0,351
12/27/2025 05:30:00,0,1155,0,348
12/27/2025 06:00:00,0,1178,0,361
12/27/2025 06:30:00,0,812,0,238
12/27/2025 07:00:00,0,1183,0,361
12/27/2025 07:30:00,0,1100,0,329
12/27/2025 08:00:00,0,840,0,249
12/27/2025 08:30:00,0,988,0,327
12/27/2025 09:00:00,0,1232,0,407
12/27/2025 09:30:00,0,1217,0,427
12/27/2025 10:00:00,0,1263,0,464
12/27/2025 10:30:00,0,1233,0,474
12/27/2025 11:00:00,0,1174,0,462
12/27/2025 11:30:00,0,1157,0,451
12/27/2025 12:00:00,0,1067,0,450
12/27/2025 12:30:00,0,1005,0,456
12/27/2025 13:00:00,0,901,0,405
12/27/2025 13:30:00,0,408,0,210
12/27/2025 14:00:00,0,367,0,177
12/27/2025 14:30:00,0,1102,0,405
12/27/2025 15:00:00,0,1162,0,452
12/27/2025 15:30:00,0,1114,0,431
12/27/2025 16:00:00,0,961,0,388
12/27/2025 16:30:00,0,1049,0,388
12/27/2025 17:00:00,0,827,0,280
12/27/2025 17:30:00,0,643,0,186
12/27/2025 18:00:00,0,888,0,266
12/27/2025 18:30:00,0,978,0,298
12/27/2025 19:00:00,0,937,0,279
12/27/2025 19:30:00,0,886,0,262
12/27/2025 20:00:00,0,762,0,214
12/27/2025 20:30:00,0,810,0,247
12/27/2025 21:00:00,0,1203,0,375
12/27/2025 21:30:00,0,1326,0,434
12/27/2025 22:00:00,0,1335,0,419
12/27/2025 22:30:00,0,1305,0,428
12/27/2025 23:00:00,0,1263,0,392
12/27/2025 23:30:00,0,1232,0,394
12/28/2025 00:00:00,0,1251,0,394
12/28/2025 00:30:00,0,953,0,274
12/28/2025 01:00:00,0,897,0,245
12/28/2025 01:30:00,0,1051,0,322
12/28/2025 02:00:00,0,1144,0,338
12/28/2025 02:30:00,0,1334,0,439
12/28/2025 03:00:00,0,1319,0,415
12/28/2025 03:30:00,0,1232,0,375
12/28/2025 04:00:00,0,1300,0,413
12/28/2025 04:30:00,0,1145,0,361
12/28/2025 05:00:00,0,1064,0,296
12/28/2025 05:30:00,0,981,0,295
12/28/2025 06:00:00,0,932,0,272
12/28/2025 06:30:00,0,729,0,200
12/28/2025 07:00:00,0,933,0,296
12/28/2025 07:30:00,0,919,0,278
12/28/2025 08:00:00,0,742,0,200
12/28/2025 08:30:00,0,672,0,184
12/28/2025 09:00:00,0,813,0,240
12/28/2025 09:30:00,0,969,0,322
12/28/2025 10:00:00,0,1081,0,365
12/28/2025 10:30:00,0,1157,0,421
12/28/2025 11:00:00,0,1120,0,415
12/28/2025 11:30:00,0,1010,0,389
12/28/2025 12:00:00,0,1077,0,411
12/28/2025 12:30:00,0,1090,0,409
12/28/2025 13:00:00,0,967,0,359
12/28/2025 13:30:00,0,481,0,161
12/28/2025 14:00:00,0,428,0,165
12/28/2025 14:30:00,0,996,0,368
12/28/2025 15:00:00,0,1052,0,398
12/28/2025 15:30:00,0,1030,0,390
12/28/2025 16:00:00,0,1080,0,395
12/28/2025 16:30:00,0,1064,0,392
12/28/2025 17:00:00,0,1031,0,383
12/28/2025 17:30:00,0,903,0,309
12/28/2025 18:00:00,0,950,0,316
12/28/2025 18:30:00,0,756,0,226
12/28/2025 19:00:00,0,811,0,257
12/28/2025 19:30:00,0,858,0,253
12/28/2025 20:00:00,0,671,0,173
12/28/2025 20:30:00,0,672,0,161
12/28/2025 21:00:00,0,828,0,224
12/28/2025 21:30:00,0,934,0,246
12/28/2025 22:00:00,0,899,0,251
12/28/2025 22:30:00,0,938,0,287
12/28/2025 23:00:00,0,906,0,247
12/28/2025 23:30:00,0,900,0,244
12/29/2025 00:00:00,0,829,0,204
12/29/2025 00:30:00,0,638,0,132
12/29/2025 01:00:00,0,583,0,118
12/29/2025 01:30:00,0,821,0,225
12/29/2025 02:00:00,0,883,0,246
12/29/2025 02:30:00,0,861,0,242
12/29/2025 03:00:00,0,949,0,285
12/29/2025 03:30:00,0,865,0,251
12/29/2025 04:00:00,0,851,0,246
12/29/2025 04:30:00,0,822,0,216
12/29/2025 05:00:00,0,834,0,252
12/29/2025 05:30:00,0,873,0,241
12/29/2025 06:00:00,0,892,0,241
12/29/2025 06:30:00,0,681,0,176
12/29/2025 07:00:00,0,855,0,242
12/29/2025 07:30:00,0,943,0,268
12/29/2025 08:00:00,0,693,0,207
12/29/2025 08:30:00,0,931,0,326
12/29/2025 09:00:00,0,1191,0,437
12/29/2025 09:30:00,0,1137,0,419
12/29/2025 10:00:00,0,1229,0,453
12/29/2025 10:30:00,0,1132,0,479
12/29/2025 11:00:00,0,1108,0,478
12/29/2025 11:30:00,0,1010,0,446
12/29/2025 12:00:00,0,956,0,441
12/29/2025 12:30:00,0,881,0,433
12/29/2025 13:00:00,0,748,0,333
12/29/2025 13:30:00,0,550,0,236
12/29/2025 14:00:00,0,356,0,257
12/29/2025 14:30:00,0,917,0,439
12/29/2025 15:00:00,0,1214,0,452
12/29/2025 15:30:00,0,1162,0,441
12/29/2025 16:00:00,0,1168,0,439
12/29/2025 16:30:00,0,1275,0,442
12/29/2025 17:00:00,0,1216,0,410
12/29/2025 17:30:00,0,756,0,274
12/29/2025 18:00:00,0,1206,0,431
12/29/2025 18:30:00,0,1196,0,406
12/29/2025 19:00:00,0,1338,0,457
12/29/2025 19:30:00,0,1354,0,423
12/29/2025 20:00:00,0,1083,0,350
12/29/2025 20:30:00,0,1052,0,311
12/29/2025 21:00:00,0,1242,0,403
12/29/2025 21:30:00,0,1328,0,413
12/29/2025 22:00:00,0,1334,0,435
12/29/2025 22:30:00,0,1352,0,446
12/29/2025 23:00:00,0,1334,0,418
12/29/2025 23:30:00,0,1212,0,357
12/30/2025 00:00:00,0,1206,0,382
12/30/2025 00:30:00,0,921,0,249
12/30/2025 01:00:00,0,812,0,204
12/30/2025 01:30:00,0,974,0,280
12/30/2025 02:00:00,0,1129,0,332
12/30/2025 02:30:00,0,1284,0,395
12/30/2025 03:00:00,0,1163,0,360
12/30/2025 03:30:00,0,1142,0,370
12/30/2025 04:00:00,0,1243,0,402
12/30/2025 04:30:00,0,1195,0,369
12/30/2025 05:00:00,0,1193,0,379
12/30/2025 05:30:00,0,1204,0,373
12/30/2025 06:00:00,0,1050,0,320
12/30/2025 06:30:00,0,866,0,241
12/30/2025 07:00:00,0,1025,0,317
12/30/2025 07:30:00,0,1234,0,407
12/30/2025 08:00:00,0,910,0,289
12/30/2025 08:30:00,0,884,0,302
12/30/2025 09:00:00,0,1056,0,371
12/30/2025 09:30:00,0,1036,0,406
12/30/2025 10:00:00,0,979,0,412
12/30/2025 10:30:00,0,943,0,415
12/30/2025 11:00:00,0,829,0,413
12/30/2025 11:30:00,0,838,0,413
12/30/2025 12:00:00,0,820,0,425
12/30/2025 12:30:00,0,750,0,367
12/30/2025 13:00:00,0,759,0,362
12/30/2025 13:30:00,0,314,0,268
12/30/2025 14:00:00,0,536,0,302
12/30/2025 14:30:00,0,820,0,413
12/30/2025 15:00:00,0,946,0,415
12/30/2025 15:30:00,0,1040,0,450
12/30/2025 16:00:00,0,1092,0,419
12/30/2025 16:30:00,0,1235,0,421
12/30/2025 17:00:00,0,1319,0,449
12/30/2025 17:30:00,0,926,0,292
12/30/2025 18:00:00,0,1348,0,468
12/30/2025 18:30:00,0,1425,0,487
12/30/2025 19:00:00,0,1347,0,458
12/30/2025 19:30:00,0,1366,0,432
12/30/2025 20:00:00,0,1083,0,337
12/30/2025 20:30:00,0,1003,0,319
12/30/2025 21:00:00,0,1274,0,400
12/30/2025 21:30:00,0,1359,0,444
12/30/2025 22:00:00,0,1372,0,435
12/30/2025 22:30:00,0,1335,0,424
12/30/2025 23:00:00,0,1309,0,407
12/30/2025 23:30:00,0,1172,0,337
12/31/2025 00:00:00,0,1253,0,391
12/31/2025 00:30:00,0,989,0,279
12/31/2025 01:00:00,0,789,0,200
12/31/2025 01:30:00,0,979,0,294
12/31/2025 02:00:00,0,1047,0,316
12/31/2025 02:30:00,0,1224,0,391
12/31/2025 03:00:00,0,1395,0,471
12/31/2025 03:30:00,0,1301,0,383
12/31/2025 04:00:00,0,1276,0,391
12/31/2025 04:30:00,0,1269,0,386
12/31/2025 05:00:00,0,1134,0,353
12/31/2025 05:30:00,0,1259,0,429
12/31/2025 06:00:00,0,1161,0,362
12/31/2025 06:30:00,0,815,0,213
12/31/2025 07:00:00,0,951,0,303
12/31/2025 07:30:00,0,1047,0,349
12/31/2025 08:00:00,0,910,0,288
12/31/2025 08:30:00,0,900,0,307
12/31/2025 09:00:00,0,975,0,349
12/31/2025 09:30:00,0,1001,0,406
12/31/2025 10:00:00,0,1017,0,456
12/31/2025 10:30:00,0,1183,0,453
12/31/2025 11:00:00,0,788,0,317
12/31/2025 11:30:00,0,680,0,316
12/31/2025 12:00:00,0,847,0,399
12/31/2025 12:30:00,0,899,0,401
12/31/2025 13:00:00,0,687,0,317
12/31/2025 13:30:00,0,354,0,268
12/31/2025 14:00:00,0,534,0,278
12/31/2025 14:30:00,0,805,0,377
12/31/2025 15:00:00,0,1064,0,446
12/31/2025 15:30:00,0,1038,0,434
12/31/2025 16:00:00,0,1082,0,454
12/31/2025 16:30:00,0,922,0,422
12/31/2025 17:00:00,0,910,0,371
12/31/2025 17:30:00,0,832,0,293
12/31/2025 18:00:00,0,1128,0,388
12/31/2025 18:30:00,0,1144,0,371
12/31/2025 19:00:00,0,1193,0,390
12/31/2025 19:30:00,0,1146,0,370
12/31/2025 20:00:00,0,950,0,268
12/31/2025 20:30:00,0,917,0,281
12/31/2025 21:00:00,0,1144,0,363
12/31/2025 21:30:00,0,1240,0,388
12/31/2025 22:00:00,0,1234,0,396
12/31/2025 22:30:00,0,1281,0,418
12/31/2025 23:00:00,0,1239,0,415
12/31/2025 23:30:00,0,1213,0,373
01/01/2026 00:00:00,0,1154,0,346
